marca;modelo;pais;year_modelo;clase;sub_clase;avaluo;cilindraje;tipo_combustible
CITROEN;C3 SHINE AC 1.6 5P 4X2 TM DIESEL;ESLOVAQUIA;2019;AUTOMOVIL;STATION WAGON;26490.0;1560;DIESEL
MERCEDES BENZ;C 250 AC 2.0 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;72000.0;1991;GASOLINA
VOLKSWAGEN;JETTA 163VJ1 AC 2.0 4P 4X2 TM;MEXICO;2017;AUTOMOVIL;SEDAN;16194.0;2000;GASOLINA
JAC;HFC6591KH AC 2.8 3P 4X2 TM DIESEL;CHINA POPULAR;2019;CAMIONETA;FURGONETA;40990.0;2771;DIESEL
FAW;CA7158E5Q1 STANDARD D60 AC 1.5 5P 4X2 TM;CHINA POPULAR;2019;JEEP;JEEP;17990.0;1497;GASOLINA
JAC;S2 AC 1.5 5P 4X2 TA;CHINA POPULAR;2019;JEEP;JEEP;21990.0;1500;GASOLINA
MAZDA;NEW MAZDA 6 HIGH PLUS AC 2.5 4P 4X2 TA;JAPON;2019;AUTOMOVIL;SEDAN;45990.0;2488;GASOLINA
SHINERAY;X30 CARGO AC 1.5 5P 4X2 TM;CHINA POPULAR;2019;CAMIONETA;FURGONETA;13990.0;1500;GASOLINA
MAZDA;BT-50 TSX OUTDOORS CRD 2.5 CD 4X4 TM DIESEL;ECUADOR;2015;CAMIONETA;DOBLE CABINA;7698.0;2500;DIESEL
GREAT WALL;HAVAL H6 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;23992.0;1497;GASOLINA
MITSUBISHI;MONTERO SPORT TD PLUS AC 2.4 5P 4X4 TA DIESEL;TAILANDIA;2018;JEEP;JEEP;55992.0;2442;DIESEL
BMW;X2 SDRIVE 20I AC 2.0 5P 4X2 TA;ALEMANIA;2019;JEEP;JEEP;79990.0;1998;GASOLINA
FORD;EXPLORER XLT AC 3.5 5P 4X4 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;41994.0;3500;GASOLINA
KIA;RIO LX 1.4 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;13592.0;1368;GASOLINA
KIA;CERATO AC 1.6 4P 4X2 TM;MEXICO;2019;AUTOMOVIL;SEDAN;19990.0;1600;GASOLINA
MITSUBISHI;LANCER EVO X 2.0 5P 4X4 TM;JAPON;2015;AUTOMOVIL;SEDAN;11998.0;1997;GASOLINA
MITSUBISHI;L200 GLX AC 2.5 CD 4X4 TM DIESEL;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;23992.0;2477;DIESEL
NISSAN;FRONTIER NP300 LE AC 2.5 CD 4X4 TM DIESEL;MEXICO;2019;CAMIONETA;DOBLE CABINA;49990.0;2500;DIESEL
CHERY;ARRIZO 3-A19 AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;13592.0;1497;GASOLINA
MITSUBISHI;LANCER EVOLUTION AC 2.0 4P 4X2 TM;JAPON;2015;AUTOMOVIL;SEDAN;13998.0;2000;GASOLINA
HYUNDAI;SANTA FE DM 7PAS AC 2.4 5P 4X2 TA;COREA DEL SUR;2015;AUTOMOVIL;STATION WAGON;11198.0;2400;GASOLINA
HYUNDAI;SANTA FE DM 7PAS AC 3.3 5P 4X4 TA;COREA DEL SUR;2015;AUTOMOVIL;STATION WAGON;15998.0;3300;GASOLINA
HYUNDAI;GRAND SANTA FE 7PAS AC 3.3 5P 4X4 TA;COREA DEL SUR;2015;AUTOMOVIL;STATION WAGON;17198.0;3300;GASOLINA
MAZDA;NEW CX-5 CORE AC 2.0 5P 4X2 TA;JAPON;2019;JEEP;JEEP;46990.0;2000;GASOLINA
PEUGEOT;3008N GTL 16E BA6 AC 1.6 5P 4X2 TA;FRANCIA;2019;JEEP;JEEP;49990.0;1598;GASOLINA
MITSUBISHI;L200 SPORTERO GLS PLUS AC 2.5 CD 4X4 TA DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;34794.0;2477;DIESEL
KAWEI AUTO;K150 LUXURY AC 2.4 CD 4X2 TM;CHINA POPULAR;2019;CAMIONETA;DOBLE CABINA;25990.0;2378;GASOLINA
JEEP;NEW COMPASS LONGITUDE AC 2.4 5P 4X2 TA;MEXICO;2019;JEEP;JEEP;44990.0;2400;GASOLINA
MERCEDES BENZ;GLE 400 AC 3.0 5P 4X4 TA;ESTADOS UNIDOS;2016;JEEP;JEEP;70000.0;3000;GASOLINA
PEUGEOT;3008N ALL 16E BA6 AC 1.6 5P 4X2 TA;FRANCIA;2019;JEEP;JEEP;45990.0;1598;GASOLINA
NISSAN;QASHQAI EXCLUSIVE AC 2.0 5P 4X4 TA;REINO UNIDO;2019;JEEP;JEEP;39990.0;2000;GASOLINA
TOYOTA;4RUNNER SR5 AC 4.0 5P 4X4 TA;JAPON;2015;JEEP;JEEP;19000.0;4000;GASOLINA
MERCEDES BENZ;ML 350 AC 3.5 5P 4X4 TA;ESTADOS UNIDOS;2015;JEEP;JEEP;25600.0;3500;GASOLINA
MAZDA;NEW BT-50 AC 2.5 CD 4X2 TM;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;31192.0;2488;GASOLINA
ZOTYE;T600 T AC 1.5 5P 4X2 TM;ECUADOR;2017;JEEP;JEEP;14994.0;1498;GASOLINA
CHEVROLET;CAVALIER LT AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;17992.0;1485;GASOLINA
NISSAN;X-TRAIL ADVANCE CVT AC 2.5 5P 4X2 TA;JAPON;2019;JEEP;JEEP;39990.0;2500;GASOLINA
NISSAN;KICKS ADVANCE CVT AC 1.6 5P 4X2 TA;MEXICO;2019;JEEP;JEEP;29000.0;1600;GASOLINA
SKODA;KODIAQ SLX AC 2.0 5P 4X4 TA;REPUBLICA CHECA;2019;JEEP;JEEP;59990.0;2000;GASOLINA
FIAT;FULLBACK GLS AC 2.5 CD 4X4 TA DIESEL;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;34392.0;2477;DIESEL
BMW;320I AC 2.0 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;47992.0;2000;GASOLINA
RENAULT;CLIO AC 2.0 5P 4X2 TM;FRANCIA;2009;AUTOMOVIL;STATION WAGON;710.0;2000;GASOLINA
CHEVROLET;SPARK GT FULL AC 1.2 5P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;STATION WAGON;12792.0;1206;GASOLINA
TOYOTA;LAND CRUISER PRADO VX AC 4.0 5P 4X4 TA;JAPON;2018;JEEP;JEEP;86392.0;3956;GASOLINA
JOYLONG;HKL6600C AC 2.5 4P 4X2 TM DIESEL;CHINA POPULAR;2019;CAMIONETA;FURGONETA;35000.0;2498;DIESEL
CITROEN;JUMPER L3H2 AC 2.2 3P 4X2 TM DIESEL;ITALIA;2019;CAMIONETA;FURGONETA;49990.0;2198;DIESEL
CITROEN;BERLINGO B9 AC 1.6 5P 4X2 TM DIESEL;ESPAÃÂA;2019;CAMIONETA;FURGONETA;19990.0;1560;DIESEL
FORD;RANGER XLS AC 3.2 CD 4X4 TM DIESEL;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;29994.0;3198;DIESEL
CITROEN;JUMPER FV40 L4H2 HDI AC 2.2 5P 4X2 TM DIESEL;ITALIA;2018;CAMIONETA;FURGONETA;47992.0;2200;DIESEL
MAXUS;T60 4X4 CONFORT AC 2.8 CD 4X4 TM DIESEL;CHINA POPULAR;2019;CAMIONETA;DOBLE CABINA;30990.0;1800;DIESEL
FAW;CA1027VA1 T80 AC 1.5 CS 4X2 TM;CHINA POPULAR;2019;CAMIONETA;CABINA SIMPLE;14990.0;1495;GASOLINA
HYUNDAI;IONIQ AC 1.6 5P 4X2 TA HYBRID;COREA DEL SUR;2017;AUTOMOVIL;HIBRIDO-A;16194.0;1600;GASOLINA
KIA;SPORTAGE R LX 2.0 5P 4X2 TM;COREA DEL SUR;2015;JEEP;JEEP;5998.0;2000;GASOLINA
HYUNDAI;ACCENT 1.6 4P 4X2 TM;COREA DEL SUR;2017;AUTOMOVIL;SEDAN;11994.0;1600;GASOLINA
KIA;PICANTO LX 1.0 4P 4X2 TM;COREA DEL SUR;2019;AUTOMOVIL;SEDAN;12990.0;998;GASOLINA
KIA;SPORTAGE R GTI LX AC 2.0 5P 4X2 TA;COREA DEL SUR;2019;JEEP;JEEP;34990.0;2000;GASOLINA
TOYOTA;NEW RAV4 AC 2.0 5P 4X2 TM;JAPON;2019;JEEP;JEEP;37990.0;1987;GASOLINA
NISSAN;FRONTIER NP300 XE AC 2.5 CD 4X4 TM DIESEL;MEXICO;2018;CAMIONETA;DOBLE CABINA;31992.0;2500;DIESEL
TOYOTA;NEW RAV4 CVT AC 2.0 5P 4X2 TA;JAPON;2019;JEEP;JEEP;39990.0;1987;GASOLINA
TOYOTA;NEW RAV4 AC 2.5 5P 4X2 TA;JAPON;2019;JEEP;JEEP;49990.0;2494;GASOLINA
FORD;RAPTOR AC 3.5 CD 4X4 TA;ESTADOS UNIDOS;2018;CAMIONETA;DOBLE CABINA;79992.0;3496;GASOLINA
MAXUS;T60 4X2 CONFORT AC 2.8 CD 4X2 TM DIESEL;CHINA POPULAR;2019;CAMIONETA;DOBLE CABINA;27990.0;1800;DIESEL
CHEVROLET;SPARK LIFE AC 1.0 5P 4X2 TM;COLOMBIA;2017;AUTOMOVIL;SEDAN;9474.0;995;GASOLINA
GREAT WALL;WINGLE AC 2.4 CS 4X4 TM;CHINA POPULAR;2018;CAMIONETA;CABINA SIMPLE;18792.0;2378;GASOLINA
AUDI;Q3 TFSI 8UGAKX AC 1.4 5P 4X2 TA;ALEMANIA;2018;JEEP;JEEP;47992.0;1400;GASOLINA
FORD;RANGER XL AC 2.2 CD 4X4 TM DIESEL;ARGENTINA;2019;CAMIONETA;DOBLE CABINA;34990.0;2200;DIESEL
MITSUBISHI;ECLIPSE CROSS AC 2.0 5P 4X4 TA;JAPON;2018;AUTOMOVIL;STATION WAGON;37592.0;2000;GASOLINA
NISSAN;ALTIMA EXCLUSIVE AC 2.0 4P 4X2 TA;ESTADOS UNIDOS;2019;AUTOMOVIL;SEDAN;42990.0;1998;GASOLINA
CHEVROLET;SAIL LTZ AC 1.4 5P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;STATION WAGON;14392.0;1399;GASOLINA
LIFAN;X50 AC 1.5 5P 4X2 TM;CHINA POPULAR;2017;AUTOMOVIL;STATION WAGON;10794.0;1500;GASOLINA
GREAT WALL;WINGLE 5 AC 2.4 CD 4X2 TM;ECUADOR;2019;CAMIONETA;DOBLE CABINA;23690.0;2378;GASOLINA
MERCEDES BENZ;CLA 200 AC 1.6 4P 4X2 TA;HUNGRIA;2018;AUTOMOVIL;SEDAN;66400.0;1595;GASOLINA
MERCEDES BENZ;SPRINTER 315 CDI EXTRALARGO AC 2.1 5P 4X2 TM DIESEL;ALEMANIA;2019;CAMIONETA;FURGONETA;62000.0;2143;DIESEL
CHEVROLET;SPARK GT LT AC 1.2 5P 4X2 TM;COLOMBIA;2019;AUTOMOVIL;STATION WAGON;13990.0;1200;GASOLINA
CHEVROLET;SPARK LIFE STD 1.0 5P 4X2 TM;COLOMBIA;2019;AUTOMOVIL;STATION WAGON;12490.0;1000;GASOLINA
CHEVROLET;SAIL LS STD 1.5 4P 4X2 TM;ECUADOR;2018;AUTOMOVIL;SEDAN;14952.0;1485;GASOLINA
GREAT WALL;WINGLE AC 2.4 CD 4X2 TM;ECUADOR;2018;CAMIONETA;DOBLE CABINA;18952.0;2378;GASOLINA
VOLVO;XC60 T5 RDESIGN AC 2.0 5P 4X4 TA;SUECIA;2019;JEEP;JEEP;97990.0;1969;GASOLINA
FIAT;500X 170 CV TREKKING AC 1.4 5P 4X4 TA;ITALIA;2017;JEEP;JEEP;23994.0;1368;GASOLINA
MAZDA;CX-3 ENTRY AC 2.0 5P 4X2 TA;JAPON;2018;JEEP;JEEP;27192.0;1998;GASOLINA
TOYOTA;YARIS SD CVT AC 1.5 4P 4X2 TA;TAILANDIA;2018;AUTOMOVIL;SEDAN;19992.0;1496;GASOLINA
NISSAN;QASHQAI SENSE AC 2.0 5P 4X2 TM;REINO UNIDO;2015;JEEP;JEEP;7585.0;2000;GASOLINA
JEEP;NEW COMPASS LONGITUDE AC 2.4 5P 4X2 TA;MEXICO;2018;JEEP;JEEP;35992.0;2400;GASOLINA
VOLKSWAGEN;POLO NB COMFORTLINE 6043G3 AC 1.6 4P 4X2 TA;INDIA;2018;AUTOMOVIL;SEDAN;18392.0;1600;GASOLINA
AUDI;A3 TFSI STRONIC 8VMAKG STD AC 1.2 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;31992.0;1200;GASOLINA
VOLKSWAGEN;VOYAGE ESPECIAL 5U41F4 AC 1.6 4P 4X2 TM;BRASIL;2013;AUTOMOVIL;SEDAN;1899.0;1600;GASOLINA
HYUNDAI;H1 11PAS AC 2.5 5P 4X2 TM DIESEL;COREA DEL SUR;2018;CAMIONETA;FURGONETA;31992.0;2500;DIESEL
VOLKSWAGEN;JETTA 163VS1 AC 2.5 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;22392.0;2500;GASOLINA
KIA;PICANTO LX 1.0 4P 4X2 TM;COREA DEL SUR;2019;AUTOMOVIL;SEDAN;12990.0;1000;GASOLINA
TOYOTA;RAV4 CVT AC 2.0 5P 4X2 TA;JAPON;2018;JEEP;JEEP;31992.0;1987;GASOLINA
CHEVROLET;SPRINT 1.0 5P 4X2 TM;COLOMBIA;1993;AUTOMOVIL;SEDAN;340.0;1000;GASOLINA
RAM;RAM DS 1500 ST SHORT BED AC 3.6 CS 4X2 TA;MEXICO;2018;CAMIONETA;CABINA SIMPLE;47992.0;3604;GASOLINA
DAYANG;DY-GD04B AC 3P 4X2 TA EV;CHINA POPULAR;2018;JEEP;ELECTRICO-J;8792.0;0;ELECTRICO
BMW;X5 XDRIVE 35I;ESTADOS UNIDOS;2011;JEEP;JEEP;11171.0;2979;GASOLINA
TOYOTA;HILUX 2.7 CD 4X2 TM;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;23992.0;2694;GASOLINA
HYUNDAI;CRETA AC 1.6 5P 4X2 TM;INDIA;2017;AUTOMOVIL;STATION WAGON;17994.0;1600;GASOLINA
ZOTYE;Z500 AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;15992.0;1499;GASOLINA
MAZDA;CX-3 CORE AC 2.0 5P 4X2 TA;JAPON;2017;JEEP;JEEP;21894.0;1998;GASOLINA
TOYOTA;NEW INNOVA AC 2.7 5P 4X2 TM;INDONESIA;2018;AUTOMOVIL;STATION WAGON;29592.0;2694;GASOLINA
MITSUBISHI;L200 HIRIDER AC 2.5 CD 4X2 TM DIESEL;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;27992.0;2477;DIESEL
JEEP;WRANGLER UNLIMITED AC 3.6 5P 4X4 TA;ESTADOS UNIDOS;2015;JEEP;JEEP;16400.0;3600;GASOLINA
PEUGEOT;PR FGCRT1 16HDI BM5 AC 1.6 5P 4X2 TM DIESEL;ESPAÃÂA;2019;CAMIONETA;REPARTO;19990.0;1560;DIESEL
TOYOTA;YARIS AC 1.5 3P 4X2 TM;JAPON;2007;AUTOMOVIL;STATION WAGON;998.0;1500;GASOLINA
MERCEDES BENZ;SLC 200 AMG LINE AC 2.0 2P 4X2 TA;ALEMANIA;2017;AUTOMOVIL;CONVERTIBLE;81600.0;1991;GASOLINA
ENRANGER;G5 AC 1.5 5P 4X2 TM;CHINA POPULAR;2019;JEEP;JEEP;21990.0;1499;GASOLINA
CHEVROLET;CAPTIVA SPORT AC 2.4 5P 4X2 TA;MEXICO;2017;AUTOMOVIL;STATION WAGON;23574.0;2384;GASOLINA
ENRANGER;G3 AC 1.5 5P 4X2 TM;CHINA POPULAR;2019;JEEP;JEEP;19490.0;1499;GASOLINA
KIA;STINGER AC 2.0 4P 4X2 TA;COREA DEL SUR;2018;AUTOMOVIL;SEDAN;47992.0;2000;GASOLINA
PEUGEOT;PARTNER B9 FGLG HDI BM5 AC 1.6 5P 4X2 TM DIESEL;ESPAÃÂA;2019;CAMIONETA;REPARTO;24990.0;1560;DIESEL
KIA;SORENTO AC 2.4 5P 4X2 TM;COREA DEL SUR;2019;JEEP;JEEP;39990.0;2400;GASOLINA
CITROEN;JUMPER FV40 L4H2 HDI AC 2.2 5P 4X2 TM DIESEL;ITALIA;2018;CAMIONETA;FURGONETA;47992.0;2198;DIESEL
KIA;CERATO LX AC 1.6 4P 4X2 TM;COREA DEL SUR;2019;AUTOMOVIL;SEDAN;25990.0;1600;GASOLINA
JAC;HFC1037DKF AC 2.8 CD 4X2 TM DIESEL;CHINA POPULAR;2019;CAMIONETA;DOBLE CABINA;26790.0;2771;DIESEL
BMW;318I AC 1.5 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;39992.0;1500;GASOLINA
KING LONG;XMQ6520E AC 2.8 4P 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;FURGONETA;23992.0;2771;DIESEL
KIA;RIO LX AC 1.4 5P 4X2 TM;MEXICO;2019;AUTOMOVIL;STATION WAGON;19490.0;1400;GASOLINA
BMW;X3 XDRIVE 30I AC 2.0 5P 4X4 TA;ESTADOS UNIDOS;2019;JEEP;JEEP;99990.0;1998;GASOLINA
CHEVROLET;SILVERADO AC 4.3 CD 4X4 TA;MEXICO;2018;CAMIONETA;DOBLE CABINA;55912.0;4300;GASOLINA
KIA;CERATO LX ABS AC 1.6 4P 4X2 TM;ECUADOR;2019;AUTOMOVIL;SEDAN;19990.0;1600;GASOLINA
VOLKSWAGEN;AMAROK TSI 2HBBB3 AC 2.0 CD 4X2 TM;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;21594.0;1968;GASOLINA
SKODA;OCTAVIA AMBITION GT AC 1.6 4P 4X2 TA;REPUBLICA CHECA;2019;AUTOMOVIL;SEDAN;36713.0;1600;GASOLINA
SKODA;SUPERB AMBITION EX AC 2.0 4P 4X2 TA;REPUBLICA CHECA;2019;AUTOMOVIL;SEDAN;49990.0;2000;GASOLINA
GREAT WALL;VOLEEX C30 AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;14552.0;1497;GASOLINA
GREAT WALL;WINGLE 5 AC 2.8 CD 4X4 TM DIESEL;ECUADOR;2019;CAMIONETA;DOBLE CABINA;29990.0;2771;DIESEL
CHEVROLET;SAIL AC 1.4 4P 4X2 TM;ECUADOR;2015;AUTOMOVIL;SEDAN;3698.0;1398;GASOLINA
HYUNDAI;GENESIS SEDAN AC 5.0 4P 4X2 TA;COREA DEL SUR;2015;AUTOMOVIL;SEDAN;19998.0;5000;GASOLINA
AUDI;Q3 SPORTBACK FULL TFSI F3NA6Y AC 2.0 5P 4X4 TA;ALEMANIA;2021;JEEP;JEEP;66000.0;2000;GASOLINA
DONGFENG;RICH 6 AC 2.5 CD 4X2 TM DIESEL;CHINA POPULAR;2022;CAMIONETA;DOBLE CABINA;26990.0;2498;DIESEL
JETOUR;X70 AC 1.5 5P 4X2 TM;CHINA POPULAR;2021;AUTOMOVIL;STATION WAGON;27990.0;1498;GASOLINA
MAZDA;NEW CX-5 CORE AC 2.0 5P 4X2 TM;JAPON;2022;JEEP;JEEP;29999.0;1998;GASOLINA
FORD;RANGER XLS AC 3.2 CD 4X4 TM DIESEL;ARGENTINA;2021;CAMIONETA;DOBLE CABINA;39990.0;3198;DIESEL
CHERY;TIGGO 8 AC 1.5 5P 4X2 TM;CHINA POPULAR;2022;JEEP;JEEP;26990.0;1498;GASOLINA
AUDI;Q3 BASE TFSI F3BA6Y AC 2.0 5P 4X4 TA;ALEMANIA;2020;JEEP;JEEP;55000.0;2000;GASOLINA
BYD;F3 GS LF M5G AC 1.5 4P 4X2 TM;CHINA POPULAR;2021;AUTOMOVIL;SEDAN;15990.0;1500;GASOLINA
MERCEDES BENZ;A 250 AC 2.0 4P 4X2 TA;ALEMANIA;2021;AUTOMOVIL;SEDAN;59990.0;1991;GASOLINA
GREAT WALL;WINGLE 7 AC 2.4 CD 4X2 TM;ECUADOR;2021;CAMIONETA;DOBLE CABINA;22990.0;2378;GASOLINA
JEEP;GLADIATOR RUBICON AC 3.6 CD 4X4 TA;ESTADOS UNIDOS;2021;CAMIONETA;DOBLE CABINA;90000.0;3600;GASOLINA
SKODA;KODIAQ GLX DSG AC 2.0 5P 4X4 TA;REPUBLICA CHECA;2021;JEEP;JEEP;39990.0;2000;GASOLINA
NISSAN;FRONTIER LE AC 2.5 CD 4X4 TA DIESEL;MEXICO;2021;CAMIONETA;DOBLE CABINA;59990.0;2488;DIESEL
NISSAN;FRONTIER SE AC 2.5 CD 4X2 TM DIESEL;MEXICO;2021;CAMIONETA;DOBLE CABINA;37990.0;2488;DIESEL
CHANGAN;P201 2.4T LV2 AC CD 4X2 TM;CHINA POPULAR;2021;CAMIONETA;DOBLE CABINA;26990.0;2378;GASOLINA
CHANGAN;P201 2.5T LV2 AC CD 4X4 TM DIESEL;CHINA POPULAR;2021;CAMIONETA;DOBLE CABINA;33990.0;2499;DIESEL
FORD;EXPLORER XLT AC 2.3 5P 4X4 TA;ESTADOS UNIDOS;2020;JEEP;JEEP;89990.0;2261;GASOLINA
NISSAN;X-TRAIL SENSE 2 ROW AC 2.5 5P 4X2 TA;JAPON;2021;JEEP;JEEP;29990.0;2488;GASOLINA
NISSAN;X-TRAIL ADVANCE CVT AC 2.5 5P 4X2 TA;JAPON;2021;JEEP;JEEP;39990.0;2488;GASOLINA
CHERY;TIGGO 8 AT AC 2.0 5P 4X2 TA;CHINA POPULAR;2022;JEEP;JEEP;29990.0;1971;GASOLINA
SHINERAY;X30 CARGO AC 1.5 4P 4X2 TM;CHINA POPULAR;2021;CAMIONETA;FURGONETA;13490.0;1499;GASOLINA
NISSAN;X-TRAIL EXCLUSIVE CVT AC 2.5 5P 4X4 TA;JAPON;2021;JEEP;JEEP;39990.0;2488;GASOLINA
CHEVROLET;SAIL LS STD 1.5 4P 4X2 TM;ECUADOR;2021;AUTOMOVIL;SEDAN;16499.0;1485;GASOLINA
MINI;COUNTRYMAN COOPER S AC 2.0 5P 4X2 TA;PAISES BAJOS (HOLANDA);2021;JEEP;JEEP;49990.0;1998;GASOLINA
MERCEDES BENZ;GLA 200 STYLE AC 1.3 5P 4X2 TA;ALEMANIA;2021;JEEP;JEEP;49990.0;1332;GASOLINA
CHERY;TIGGO 8 AC 2.0 5P 4X2 TA;CHINA POPULAR;2021;JEEP;JEEP;29990.0;1971;GASOLINA
BMW;530E IPERFORMANCE AC 2.0 4P 4X2 TA HYBRID;ALEMANIA;2021;AUTOMOVIL;HIBRIDO-A;98990.0;1998;HIBRIDO_GASOLINA_BATERIAS
KIA;SONET AC 1.5 5P 4X2 TA;INDIA;2021;JEEP;JEEP;19990.0;1497;GASOLINA
SKODA;KODIAQ SLX AC 2.0 5P 4X4 TA;REPUBLICA CHECA;2021;JEEP;JEEP;49990.0;2000;GASOLINA
HYUNDAI;GRAND I10 HB AC 1.2 5P 4X2 TM;ECUADOR;2021;AUTOMOVIL;STATION WAGON;15590.0;1248;GASOLINA
BAIC;D50 DELUXE AC 1.5 4P 4X2 TM;CHINA POPULAR;2021;AUTOMOVIL;SEDAN;16990.0;1499;GASOLINA
BAIC;X35 ELITE AC 1.5 5P 4X2 TM;CHINA POPULAR;2021;JEEP;JEEP;17990.0;1499;GASOLINA
BAIC;X35 LUXURY AC 1.5 5P 4X2 TM;CHINA POPULAR;2021;JEEP;JEEP;19990.0;1499;GASOLINA
GREAT WALL;VOLEEX C30 LUXURY AC 1.5 4P 4X2 TM;CHINA POPULAR;2021;AUTOMOVIL;SEDAN;15490.0;1497;GASOLINA
CHEVROLET;SAIL LS AC 1.5 4P 4X2 TM;ECUADOR;2021;AUTOMOVIL;SEDAN;17499.0;1485;GASOLINA
TOYOTA;RAV4 XLE AWD AC 2.5 5P 4X4 TA;CANADA;2020;JEEP;JEEP;49890.0;2500;GASOLINA
CITROEN;C-ELYSEE SHINE AC 1.6 4P 4X2 TM DIESEL;ESPAÃÂA;2021;AUTOMOVIL;SEDAN;18990.0;1560;DIESEL
FORD;ESCAPE TREND AC 2.0 5P 4X2 TA;ESPAÃÂA;2021;JEEP;JEEP;39990.0;1999;GASOLINA
FORD;RANGER XL AC 3.2 CD 4X4 TM DIESEL;ARGENTINA;2021;CAMIONETA;DOBLE CABINA;37990.0;3198;DIESEL
FORD;RANGER XL AC 3.2 CD 4X2 TM DIESEL;ARGENTINA;2021;CAMIONETA;DOBLE CABINA;35990.0;3198;DIESEL
KIA;CARNIVAL AC 3.5 5P 4X2 TA;COREA DEL SUR;2021;CAMIONETA;FURGONETA;29990.0;3500;GASOLINA
PEUGEOT;5008N GTL 20H110 BA AC 2.0 5P 4X2 TA DIESEL;FRANCIA;2021;JEEP;JEEP;59990.0;1997;DIESEL
SKODA;KAMIQ AMBIENTE GT AC 1.6 5P 4X2 TA;REPUBLICA CHECA;2021;JEEP;JEEP;25499.0;1600;GASOLINA
SKODA;FABIA ALX AC 1.6 5P 4X2 TA;REPUBLICA CHECA;2021;AUTOMOVIL;STATION WAGON;19990.0;1600;GASOLINA
SKODA;KAMIQ AMBIENTE PLUS GT AC 1.6 5P 4X2 TA;REPUBLICA CHECA;2021;JEEP;JEEP;27499.0;1600;GASOLINA
CHEVROLET;D-MAX CRDI AC 2.5 CS 4X4 TM DIESEL;ECUADOR;2021;CAMIONETA;CABINA SIMPLE;36999.0;2499;DIESEL
CHEVROLET;COLORADO LT AC 2.8 CD 4X4 TM DIESEL;BRASIL;2021;CAMIONETA;DOBLE CABINA;46999.0;2776;DIESEL
CHEVROLET;COLORADO HIGH COUNTRY AC 2.8 CD 4X4 TA DIESEL;BRASIL;2021;CAMIONETA;DOBLE CABINA;49999.0;2776;DIESEL
DFSK;K07S VAN AC 1.2 4P 4X2 TM;CHINA POPULAR;2021;CAMIONETA;FURGONETA;14490.0;1239;GASOLINA
BRILLIANCE;V6 GRAND DELUXE AC 1.5 5P 4X2 TA;CHINA POPULAR;2021;JEEP;JEEP;29990.0;1499;GASOLINA
BRILLIANCE;V3 FLAGSHIP AC 1.5 5P 4X2 TA;CHINA POPULAR;2021;JEEP;JEEP;19990.0;1498;GASOLINA
BRILLIANCE;V3 FLAGSHIP AC 1.5 5P 4X2 TM;CHINA POPULAR;2021;JEEP;JEEP;19990.0;1498;GASOLINA
BRILLIANCE;V3 INTELLIGENT AC 1.5 5P 4X2 TM;CHINA POPULAR;2021;JEEP;JEEP;18990.0;1498;GASOLINA
CITROEN;DS3 SO CHIC AC 1.2 5P 4X2 TA;FRANCIA;2021;AUTOMOVIL;STATION WAGON;42990.0;1199;GASOLINA
BMW;330I AC 2.0 4P 4X2 TA;ALEMANIA;2021;AUTOMOVIL;SEDAN;59990.0;1998;GASOLINA
BMW;Z4 SDRIVE 20I AC 2.0 2P 4X2 TA;ALEMANIA;2021;AUTOMOVIL;CONVERTIBLE;96990.0;1998;GASOLINA
JETOUR;X95 EC LUXURY PRO III DCT AC 1.6 5P 4X2 TA;CHINA POPULAR;2021;JEEP;JEEP;29990.0;1600;GASOLINA
BMW;X2 SDRIVE 20I AC 2.0 5P 4X2 TA;ALEMANIA;2021;JEEP;JEEP;65990.0;1998;GASOLINA
VOLKSWAGEN;T-CROSS TRENDLINE AC 1.6 5P 4X2 TM;BRASIL;2021;JEEP;JEEP;25990.0;1598;GASOLINA
VOLKSWAGEN;T-CROSS TRENDLINE AC 1.6 5P 4X2 TM;BRASIL;2021;JEEP;JEEP;25990.0;1600;GASOLINA
